index;SpType;RA;DEC;B;V;RV;Teff;e_Teff;log(g);e_log(g);[Fe/H];e_[Fe/H];lum;misc;PHYSREF;NAMES
HD197964;K1IV;311.6666666666667;16.124305555555555;5.31;4.27;-6.5;4762.0;22.0;2.96;0.07;0.09;0.05;IV;;1990ApJS...74.1075M (McWilliam);HD 197964 BD+15 4255 SAO 106476 HR 7948 HIP 102532
HD198001;A1V;311.9208333333333;-9.495777777777777;3.78;3.77;-16.0;9320.0;131.0;3.81;0.08;-0.31;0.09;V;;1995A&A...294..536H (Hill);HD 198001 BD-10 5506 SAO 144810 HR 7950 HIP 102618
HD198084;F8IV-V;311.3375;57.57972222222222;5.05;4.51;-31.4;6091.0;32.0;3.96;0.06;0.11;0.04;IV;#NAME?;1993A&A...275..101E (Edvardsson);HD 198084 BD+57 2240 SAO 32862 HR 7955 HIP 102431
HD198149;K0IV;311.3208333333333;61.83877777777778;4.35;3.41;-87.3;4962.0;34.0;3.12;0.1;-0.28;0.08;IV;;1990ApJS...74.1075M (McWilliam);HD 198149 BD+61 2050 SAO 19019 HR 7957 HIP 102422
HD198183;B5Ve;311.8541666666667;36.49072222222223;4.45;4.56;-23.0;15629.0;315.0;3.81;0.1;-0.05;0.09;V;e;;HD 198183 BD+35 4267 SAO 70505 HR 7963 HIP 102589
HD198345;K5III;311.95416666666665;47.83186111111112;7.1;5.61;-29.9;4037.0;16.0;1.96;0.13;-0.07;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 198345 BD+47 3188 SAO 50073 HR 7969 HIP 102635
HD198390;F5V;312.40833333333336;12.54513888888889;6.41;6.01;2.3;6424.0;32.0;4.18;0.04;-0.32;0.05;V;;2000A&AS..141..491C (Chen);HD 198390 BD+12 4472 SAO 106536 HR 7973 HIP 102805
HD199081;B5V;313.3125;44.38725;4.65;4.78;-19.5;15703.0;352.0;3.8;0.1;-0.11;0.1;V;;;HD 199081 BD+43 3755 SAO 50180 HR 8001 HIP 103089
HD199253;K0III;313.90416666666664;13.721527777777778;6.32;5.2;-10.2;4669.0;25.0;2.21;0.08;-0.14;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 199253 BD+13 4572 SAO 106665 HR 8011 HIP 103294
HD199478;B8Iae;313.9583333333333;47.41766666666666;6.09;5.73;-15.0;15983.0;788.0;2.48;0.11;-0.14;0.17;Ia;e;;HD 199478 BD+46 3111 SAO 50246 HR 8020 HIP 103312
HD199870;K0IIIbCN...;314.57916666666665;44.47172222222223;6.53;5.56;-200.7;4988.0;33.0;2.96;0.08;0.13;0.07;III;bCN...;1991ApJS...75..579L (Luck);HD 199870 BD+43 3777 SAO 50298 HR 8035 HIP 103519
HD199960;G1V;315.14166666666665;-4.73025;6.82;6.21;-17.4;5852.0;32.0;4.12;0.06;0.23;0.05;V;;1993A&A...275..101E (Edvardsson);HD 199960 BD-05 5433 SAO 145022 HR 8041 HIP 103682
HD200527;M4s...;315.6;44.79097222222222;7.88;6.27;0.6;3365.0;9.0;0.52;0.15;-0.07;0.06;;s...;2000ApJ...537..205R (Ramirez);HD 200527 BD+44 3679 SAO 50381 HR 8062 HIP 103828
HD200790;F8V;316.3625;5.958194444444445;6.45;5.97;-22.0;6145.0;46.0;3.99;0.08;0.02;0.06;V;;1993A&A...275..101E (Edvardsson);HD 200790 BD+05 4697 SAO 126535 HR 8077 HIP 104101
HD201099;G0;316.93333333333334;-5.565888888888889;8.12;7.6;-95.0;5942.0;41.0;4.14;0.08;-0.44;0.07;;;1993A&A...275..101E (Edvardsson);HD 201099 BD-06 5683 SAO 145122 HIP 104294
HD201381;G8III;317.4;-11.371694444444444;5.45;4.52;-11.8;5014.0;31.0;2.85;0.08;-0.02;0.07;III;;1990ApJS...74.1075M (McWilliam);HD 201381 BD-11 5538 SAO 164182 HR 8093 HIP 104459
HD201626;G9p;317.49583333333334;26.615250000000003;9.2;8.13;-152.4;4818.0;111.0;1.88;0.39;-1.71;0.27;;p;1964ApJ...139.1163W (Wallerstein;HD 201626 BD+26 4091 SAO 89499 HIP 104486
HD201889;G1V;318.0;24.168166666666668;8.62;8.04;-102.5;5711.0;49.0;4.23;0.1;-0.73;0.1;V;;2000AJ....120.1841F (Fulbright);HD 201889 BD+23 4264 SAO 89522 HIP 104660
HD201891;F8V-VI;317.99583333333334;17.727749999999997;7.89;7.38;-45.1;5818.0;52.0;4.13;0.11;-1.05;0.11;V;#NAME?;1993A&A...275..101E (Edvardsson);HD 201891 BD+17 4519 SAO 106908 HIP 104659
HD202259;M1III;318.65416666666664;0.09225;8.03;6.39;-123.5;3748.0;9.0;1.39;0.14;-0.1;0.05;III;;;HD 202259 BD-00 4186 SAO 145229 HR 8121 HIP 104872
HD202573;G5V:;318.9875;25.43383333333333;7.86;6.99;-26.6;4929.0;37.0;2.4;0.11;-0.64;0.09;V;:;1997MNRAS.286..948T (Tautvaisiene);HD 202573 BD+24 4357 SAO 89570 HIP 105000
HD202850;B9Iab;319.3541666666667;39.39469444444445;4.34;4.26;-4.1;11839.0;256.0;2.05;0.06;0.15;0.13;Ia;b;;HD 202850 BD+38 4431 SAO 71165 HR 8143 HIP 105102
HD202904;B2Vne;319.4791666666667;34.89688888888889;4.32;4.43;4.0;16758.0;637.0;2.9;0.1;-0.36;0.16;V;ne;;HD 202904 BD+34 4371 SAO 71173 HR 8146 HIP 105138
HD203344;K1III;320.26666666666665;23.855972222222224;6.62;5.57;-88.8;4683.0;27.0;2.54;0.09;-0.2;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 203344 BD+23 4294 SAO 89640 HR 8165 HIP 105411
HD203387;G8III;320.5625;-16.834555555555553;5.18;4.3;11.5;5136.0;34.0;2.82;0.09;-0.06;0.07;III;;1992MNRAS.256..535J (Jones);HD 203387 BD-17 6245 SAO 164346 HR 8167 HIP 105515
HD203504;K1III;320.5208333333333;19.8045;5.2;4.09;-76.2;4671.0;24.0;2.59;0.08;0.01;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 203504 BD+19 4691 SAO 107073 HR 8173 HIP 105502
HD203525;M0III;320.7333333333333;-9.319333333333333;7.55;6.0;18.2;3951.0;14.0;1.74;0.14;-0.1;0.06;III;;;HD 203525 BD-09 5728 SAO 145351 HR 8175 HIP 105574
HD204306;F5;321.6083333333333;43.11938888888889;8.79;8.33;;6050.0;53.0;4.12;0.09;-0.58;0.09;;;2000A&AS..141..491C (Chen);HD 204306 BD+42 4098 SAO 50850 HIP 105857
HD204363;F7V;322.05833333333334;-11.568277777777778;7.1;6.62;;6220.0;76.0;4.29;0.11;-0.34;0.12;V;;2000A&AS..141..491C (Chen);HD 204363 BD-12 6005 SAO 164415 HR 8212 HIP 106007
HD204445;M1;322.1041666666667;8.195638888888888;8.06;6.41;-5.6;3574.0;6.0;1.19;0.12;0.01;0.04;;;;HD 204445 BD+07 4696 SAO 126818 HR 8219 HIP 106021
HD204543;G0;322.3666666666667;-3.515388888888889;9.18;8.31;-98.0;4612.0;48.0;1.2;0.16;-1.93;0.12;;;2000ApJ...544..302B (Burris);HD 204543 BD-04 5460 SAO 145433 HIP 106095
HD204613;G1IIIa:;321.9291666666667;57.32191666666667;9.0;8.31;-112.0;5734.0;61.0;3.85;0.13;-0.35;0.11;III;a:;1993ApJ...417..287S (Smith);HD 204613 BD+56 2578 SAO 33445 HIP 105969
HD204642;K2III;322.3125;28.583;7.85;6.76;18.9;4664.0;24.0;2.94;0.08;0.03;0.05;III;;Jones..Coude.Feed.Library;HD 204642 BD+27 4076 SAO 89742 HIP 106081
HD204771;K0III;322.3625;46.54058333333333;6.18;5.23;-18.7;4966.0;31.0;2.92;0.08;0.06;0.07;III;;Jones..Coude.Feed.Library;HD 204771 BD+45 3558 SAO 50934 HR 8228 HIP 106093
HD204867;G0Ib;322.89166666666665;-5.571166666666667;3.74;2.91;6.5;5705.0;31.0;1.06;0.05;0.03;0.05;Ib;;1982ApJ...256..177L (Luck);HD 204867 BD-06 5770 SAO 145457 HR 8232 HIP 106278
HD205021;B2IIIevar;322.1666666666667;70.56072222222222;3.02;3.22;-8.2;24636.0;1275.0;3.64;0.1;-0.01;0.05;III;evar;1992ApJ...387..673G (Gies);HD 205021 BD+69 1173 SAO 10057 HR 8238 HIP 106032
HD205139;B1II;322.74583333333334;60.45944444444445;5.62;5.54;-14.5;26810.0;2110.0;3.98;0.13;-0.12;0.1;II;;;HD 205139 BD+59 2395 SAO 19466 HR 8243 HIP 106227
HD205435;G8III;323.49583333333334;45.59183333333333;4.86;4.0;6.9;5088.0;33.0;2.9;0.09;-0.16;0.07;III;;1991ApJS...75..579L (Luck);HD 205435 BD+44 3865 SAO 51035 HR 8252 HIP 106481
HD205512;K1III;323.6958333333333;38.534055555555554;5.97;4.88;-65.9;4696.0;33.0;2.52;0.12;-0.03;0.08;III;;1995AJ....110.2968L (Luck);HD 205512 BD+37 4359 SAO 71480 HR 8255 HIP 106551
HD205637;B3V:p;324.2708333333333;-19.466;4.33;4.5;-23.7;19106.0;1130.0;3.07;0.13;-0.08;0.14;V;:p;;HD 205637 BD-20 6251 SAO 164520 HR 8260 HIP 106723
HD206067;K0III;324.8875;2.2435555555555555;6.14;5.11;-34.7;4801.0;28.0;2.6;0.08;-0.09;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 206067 BD+01 4517 SAO 126965 HR 8277 HIP 106944
HD206078;G8III;324.2916666666667;62.30425;8.12;7.17;-74.9;4811.0;30.0;2.62;0.1;-0.56;0.07;III;;Jones..Coude.Feed.Library;HD 206078 BD+61 2166 SAO 19528 HIP 106730
HD206165;B2Ib;324.4791666666667;62.081944444444446;5.01;4.79;-13.2;20569.0;;2.93;;-0.28;;Ib;;1992ApJ...387..673G (Gies);HD 206165 BD+61 2169 SAO 19541 HR 8279 HIP 106801
HD206267;O6e;324.7416666666667;57.48902777777778;5.83;5.62;-7.8;40926.0;943.0;3.87;0.04;0.11;0.03;;e;;HD 206267 BD+56 2617 SAO 33626 HR 8281 HIP 106886
HD206453;G8III;325.6666666666667;-18.866333333333333;5.6;4.74;-3.1;5033.0;37.0;2.48;0.1;-0.43;0.09;III;;1990ApJS...74.1075M (McWilliam);HD 206453 BD-19 6152 SAO 164593 HR 8288 HIP 107188
HD206632;M4III:;325.53333333333336;45.76569444444444;7.64;6.23;8.8;3197.0;10.0;0.33;0.18;-0.3;0.11;III;:;;HD 206632 BD+45 3637 SAO 51204 HR 8298 HIP 107140
HD206936;M2Iae;325.875;58.78005555555556;6.3;4.04;19.3;3784.0;16.0;0.04;0.11;0.05;0.07;Ia;e;;HD 206936 BD+58 2316 SAO 33693 HR 8316 HIP 107259
HD206952;K1III;325.4791666666667;71.31141666666666;5.66;4.54;-36.6;4713.0;29.0;2.73;0.09;0.19;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 206952 BD+70 1193 SAO 10126 HR 8317 HIP 107119
HD207089;K0Iab:;326.51666666666665;22.948888888888888;6.65;5.28;-11.9;4437.0;38.0;1.11;0.11;0.03;0.08;Ia;b:;1980ApJ...241..218L (Luck);HD 207089 BD+22 4472 SAO 89972 HR 8321 HIP 107472
HD207130;K1III;325.76666666666665;72.32008333333333;6.24;5.18;-38.5;4795.0;31.0;2.71;0.09;0.11;0.07;III;;1995A&AS..113..333M (Mishenina);HD 207130 BD+71 1082 SAO 10131 HR 8324 HIP 107230
HD207134;K3III:;326.6;25.5635;7.52;6.29;-44.9;4429.0;24.0;2.41;0.12;-0.06;0.07;III;:;Jones..Coude.Feed.Library;HD 207134 BD+24 4473 SAO 89976 HR 8325 HIP 107502
HD207330;B3III;326.7;49.30958333333333;4.11;4.18;-12.3;20662.0;626.0;3.78;0.08;-0.02;0.05;III;;1992ApJ...387..673G (Gies);HD 207330 BD+48 3504 SAO 51293 HR 8335 HIP 107533
HD207516;B8V;327.12083333333334;38.648583333333335;6.02;6.09;-20.0;11629.0;228.0;4.07;0.08;0.04;0.12;V;;;HD 207516 BD+37 4427 SAO 71722 HR 8338 HIP 107664
HD207978;F6IV-Vwvar;328.125;28.79352777777778;5.92;5.53;19.0;6316.0;64.0;4.16;0.07;-0.56;0.09;IV;#NAME?;1993A&A...275..101E (Edvardsson);HD 207978 BD+28 4215 SAO 90065 HR 8354 HIP 107975
HD208110;G0IIIs;328.4916666666667;6.864805555555555;6.9;6.16;-5.6;5011.0;47.0;2.25;0.14;-1.09;0.12;III;s;1997MNRAS.286..948T (Tautvaisiene);HD 208110 BD+06 4919 SAO 127141 HR 8359 HIP 108090
HD208202;K0III+...;328.5708333333333;19.71811111111111;7.26;6.35;4.0;5007.0;31.0;2.88;0.08;-0.04;0.07;III;+...;Jones..Coude.Feed.Library;HD 208202 BD+19 4814 SAO 107489 HR 8364 HIP 108119
HD208501;B8Ib;328.72083333333336;56.611222222222224;6.41;5.81;-15.0;15827.0;632.0;2.6;0.09;-0.11;0.12;Ib;;;HD 208501 BD+55 2644 SAO 33864 HR 8371 HIP 108165
HD208906;F8V-VI;329.6708333333333;29.81263888888889;7.45;6.94;8.4;6035.0;52.0;4.3;0.08;-0.72;0.1;V;#NAME?;1993A&A...275..101E (Edvardsson);HD 208906 BD+29 4550 SAO 90147 HIP 108490
HD208947;B2V;329.2958333333333;66.15616666666668;6.34;6.4;2.4;19417.0;851.0;3.83;0.21;-0.04;0.14;V;;;HD 208947 BD+65 1691 SAO 19760 HR 8384 HIP 108364
HD209409;B7IVe;330.82916666666665;-2.155361111111111;4.63;4.7;12.0;12221.0;289.0;2.62;0.08;-0.16;0.15;IV;e;;HD 209409 BD-02 5681 SAO 145837 HR 8402 HIP 108874
HD209419;B5III;330.4625;52.88225;5.67;5.77;-22.0;15357.0;369.0;3.73;0.08;0.06;0.07;III;;;HD 209419 BD+52 3083 SAO 33985 HR 8403 HIP 108758
HD209819;B8V;331.6083333333333;-13.869666666666667;4.22;4.28;-10.0;11258.0;226.0;4.09;0.08;-0.08;0.12;V;;;HD 209819 BD-14 6209 SAO 164861 HR 8418 HIP 109139
HD210295;G8/K0w...;332.4208333333333;-13.605416666666668;10.49;9.59;-19.0;4877.0;55.0;2.2;0.19;-1.29;0.14;;/K0w...;2000AJ....120.1841F (Fulbright);HD 210295 BD-14 6222 SAO 164894 HIP 109390
HD210752;G0;333.18333333333334;-6.468916666666667;7.92;7.4;;5943.0;41.0;4.29;0.07;-0.63;0.08;;;1993A&A...275..101E (Edvardsson);HD 210752 BD-07 5727 SAO 145939 HIP 109646
HD210807;G7II-III;332.45;72.34119444444444;5.7;4.8;-14.8;5104.0;36.0;2.46;0.09;-0.11;0.08;II;#NAME?;1990ApJS...74.1075M (McWilliam);HD 210807 BD+71 1111 SAO 10265 HR 8468 HIP 109400
HD210839;O6Iab:...;332.87916666666666;59.4145;5.26;5.09;-74.0;38903.0;866.0;3.41;0.05;0.03;0.06;Ia;b:...;;HD 210839 BD+58 2402 SAO 34149 HR 8469 HIP 109556
HD210855;F8V;332.95416666666665;56.83936111111112;5.75;5.2;-18.9;6210.0;43.0;3.89;0.08;0.13;0.06;V;;1993A&A...275..101E (Edvardsson);HD 210855 BD+56 2727 SAO 34151 HR 8472 HIP 109572
HD210889;K2III;333.2;34.60458333333334;6.49;5.35;-7.3;4615.0;25.0;2.6;0.09;0.02;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 210889 BD+33 4456 SAO 72132 HR 8475 HIP 109654
HD210939;K1III;333.0083333333333;60.759083333333336;6.56;5.37;-3.1;4546.0;25.0;2.28;0.09;-0.02;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 210939 BD+60 2358 SAO 19932 HR 8479 HIP 109592
HD211391;G8III;334.2083333333333;-7.783277777777777;5.14;4.18;-14.7;5021.0;32.0;2.77;0.08;0.15;0.07;III;;1999A&A...348..487R (Randich);HD 211391 BD-08 5845 SAO 145991 HR 8499 HIP 110003
HD212496;G8.5IIIb;335.89166666666665;52.229055555555554;5.45;4.43;-10.4;4761.0;27.0;2.57;0.09;-0.35;0.06;III;b;1990ApJS...74.1075M (McWilliam);HD 212496 BD+51 3358 SAO 34395 HR 8538 HIP 110538
HD212571;B1Ve;336.3208333333333;1.377388888888889;4.63;4.79;4.0;23278.0;1230.0;3.53;0.1;-0.02;0.08;V;e;;HD 212571 BD+00 4872 SAO 127520 HR 8539 HIP 110672
HD212943;K0III;336.96666666666664;4.695666666666667;5.84;4.79;53.8;4676.0;25.0;2.76;0.08;-0.28;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 212943 BD+03 4710 SAO 127540 HR 8551 HIP 110882
HD212978;B2V;336.8583333333333;39.810027777777776;6.0;6.16;-16.8;20855.0;700.0;3.81;0.11;-0.03;0.07;V;;;HD 212978 BD+39 4841 SAO 72358 HR 8553 HIP 110849
HD213660;A6V;338.1083333333333;39.77972222222222;6.04;5.89;5.0;8118.0;126.0;3.86;0.13;-0.15;0.16;V;;;HD 213660 BD+39 4871 SAO 72446 HR 8588 HIP 111259
HD214376;K2III;339.4375;-4.228055555555556;6.19;5.04;8.2;4646.0;26.0;2.63;0.09;0.12;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 214376 BD-04 5716 SAO 146210 HR 8610 HIP 111710
HD214567;G8II;339.72083333333336;19.52225;6.75;5.85;-19.7;4987.0;37.0;2.63;0.1;-0.26;0.09;II;;1995AJ....110.2425L (Luck);HD 214567 BD+18 5014 SAO 108064 HR 8618 HIP 111810
HD214923;B8V;340.3666666666667;10.83136111111111;3.31;3.4;7.0;11597.0;185.0;3.93;0.1;0.06;0.1;V;;IRAF Standard;HD 214923 BD+10 4797 SAO 108103 HR 8634 HIP 112029
HD215373;K0III;341.0208333333333;41.81922222222222;6.04;5.08;13.2;5080.0;32.0;2.85;0.08;0.16;0.07;III;;1990ApJS...74.1075M (McWilliam);HD 215373 BD+41 4594 SAO 52317 HR 8656 HIP 112242
HD215648;F7V;341.675;12.172888888888888;4.69;4.2;-5.3;6187.0;42.0;4.04;0.07;-0.26;0.06;V;;1993A&A...275..101E (Edvardsson);HD 215648 BD+11 4875 SAO 108165 HR 8665 HIP 112447
HD215721;G8III;341.8875;-19.61338888888889;6.2;5.26;23.3;4907.0;42.0;2.49;0.13;-0.46;0.1;III;;1990ApJS...74.1075M (McWilliam);HD 215721 BD-20 6486 SAO 165293 HR 8670 HIP 112529
HD216131;G8III;342.5;24.60158333333333;4.43;3.51;13.9;5022.0;24.0;2.76;0.06;-0.09;0.05;III;;1995AJ....110.2968L (Luck);HD 216131 BD+23 4615 SAO 90816 HR 8684 HIP 112748
HD216143;G5;342.62916666666666;-6.91375;8.76;7.82;-116.0;4606.0;48.0;1.21;0.16;-2.09;0.11;;;2000AJ....120.1841F (Fulbright);HD 216143 BD-07 5873 SAO 146344 HIP 112796
HD216174;K1III;342.44166666666666;55.90277777777778;6.61;5.44;-36.3;4390.0;24.0;1.99;0.11;-0.51;0.07;III;;1990ApJS...74.1075M (McWilliam);HD 216174 BD+55 2820 SAO 34858 HR 8688 HIP 112731
HD216219;G0IIp;342.71666666666664;18.002111111111113;8.06;7.44;-7.5;5755.0;50.0;3.29;0.11;-0.28;0.09;II;p;1993ApJ...417..287S (Smith);HD 216219 BD+17 4818 SAO 108214 HIP 112821
HD216228;K0III;342.4208333333333;66.20041666666667;4.56;3.51;-12.4;4795.0;28.0;2.58;0.08;-0.02;0.06;III;;1995AJ....110.2968L (Luck);HD 216228 BD+65 1814 SAO 20268 HR 8694 HIP 112724
HD216385;F7IV;343.1;9.835666666666668;5.64;5.16;11.6;6266.0;95.0;4.08;0.15;-0.18;0.13;IV;;1993A&A...275..101E (Edvardsson);HD 216385 BD+09 5122 SAO 127810 HR 8697 HIP 112935
HD216640;K1III;343.6875;-16.271944444444443;6.7;5.56;-36.3;4628.0;25.0;3.17;0.08;0.16;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 216640 BD-17 6619 SAO 165376 HR 8711 HIP 113148
HD217014;G2.5IVa;344.3666666666667;20.768833333333333;6.16;5.49;-31.2;5756.0;36.0;4.23;0.07;0.2;0.05;IV;a;1993A&A...275..101E (Edvardsson);HD 217014 BD+19 5036 SAO 90896 HR 8729 HIP 113357
HD217675;B6IIIpe+...;345.4791666666667;42.32597222222223;3.55;3.63;-14.0;14491.0;435.0;2.95;0.1;0.03;0.14;III;pe+...;;HD 217675 BD+41 4664 HD 217676 SAO 52609 HR 8762 HIP 113726
HD217906;M2.5II-III;345.94166666666666;28.08277777777778;4.09;2.42;8.7;3455.0;6.0;1.03;0.12;-0.16;0.05;II;#NAME?;1985ApJ...294..326S (Smith);HD 217906 BD+27 4480 SAO 90981 HR 8775 HIP 113881
HD218029;K3III;345.8875;67.20922222222222;6.5;5.23;-7.0;4437.0;22.0;2.34;0.09;0.18;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 218029 BD+66 1575 SAO 20398 HR 8779 HIP 113864
HD218031;K0IIIb;346.0458333333333;50.05208333333333;5.71;4.65;-34.6;4758.0;31.0;2.5;0.1;-0.16;0.07;III;b;1990ApJS...74.1075M (McWilliam);HD 218031 BD+49 4028 SAO 52649 HR 8780 HIP 113919
HD218101;G8IV;346.275;16.562833333333334;7.27;6.44;-27.4;5220.0;37.0;3.76;0.08;0.1;0.07;IV;;Jones..Coude.Feed.Library;HD 218101 BD+15 4760 SAO 108383 HR 8784 HIP 113994
HD218470;F5V;346.9375;49.29577777777778;6.14;5.7;-2.0;6497.0;49.0;4.12;0.06;-0.13;0.06;V;;1993A&A...275..101E (Edvardsson);HD 218470 BD+48 3944 SAO 52713 HR 8805 HIP 114210
HD218502;F3:w;347.1625;-15.053305555555555;9.0;8.5;;6137.0;48.0;4.05;0.07;-1.85;0.13;;:w;2000AJ....120.1841F (Fulbright);HD 218502 BD-15 6355 SAO 165510 HIP 114271
HD218504;G1/G2w...;347.1791666666667;-18.751944444444444;8.63;8.13;;5965.0;53.0;4.21;0.09;-0.58;0.1;;/G2w...;1993A&A...275..101E (Edvardsson);HD 218504 BD-19 6408 SAO 165511 HIP 114276
HD218857;G6w;347.8541666666667;-16.25111111111111;9.6;8.95;-170.0;5055.0;75.0;2.39;0.23;-1.92;0.17;;w;2000ApJ...544..302B (Burris);HD 218857 BD-17 6692 SAO 165543 HIP 114502
HD218935;G8III-IV;347.95416666666665;26.847305555555558;7.11;6.17;-10.2;4924.0;29.0;2.99;0.08;-0.16;0.06;III;#NAME?;Jones..Coude.Feed.Library;HD 218935 BD+26 4580 SAO 91080 HR 8827 HIP 114526
HD219134;K3V;348.3208333333333;57.16836111111111;6.57;5.56;-17.8;4700.0;30.0;4.58;0.07;0.02;0.06;V;;1977A&A....61...17O (Oinas);HD 219134 BD+56 2966 SAO 35236 HR 8832 HIP 114622
HD219449;K0III;348.97083333333336;-9.08775;5.32;4.21;-26.4;4690.0;25.0;2.59;0.08;0.0;0.05;III;;1995AJ....110.2968L (Luck);HD 219449 BD-09 6156 SAO 146598 HR 8841 HIP 114855
HD219615;G9III:;349.2916666666667;3.282277777777778;4.61;3.69;-13.6;4886.0;32.0;2.45;0.1;-0.58;0.08;III;:;1991ApJS...75..579L (Luck);HD 219615 BD+02 4648 SAO 128085 HR 8852 HIP 114971
HD219945;K0III;349.875;48.62533333333334;6.46;5.46;11.4;4845.0;31.0;2.55;0.09;-0.15;0.07;III;;1990ApJS...74.1075M (McWilliam);HD 219945 BD+47 4110 SAO 52907 HR 8874 HIP 115152
HD219962;K1III;349.925;48.380944444444445;7.44;6.32;22.6;4656.0;25.0;2.56;0.08;-0.04;0.06;III;;Jones..Coude.Feed.Library;HD 219962 BD+47 4114 SAO 52912 HR 8875 HIP 115171
HD220009;K2III;350.0875;5.381305555555556;6.28;5.08;38.4;4334.0;23.0;2.04;0.12;-0.69;0.07;III;;1990ApJS...74.1075M (McWilliam);HD 220009 BD+04 4997 SAO 128126 HR 8878 HIP 115227
HD220117;F5V;350.22083333333336;38.18233333333333;6.19;5.78;-8.7;6428.0;44.0;4.02;0.07;0.03;0.05;V;;1993A&A...275..101E (Edvardsson);HD 220117 BD+37 4817 SAO 73190 HR 8885 HIP 115280
HD220575;B8III;351.1458333333333;41.11291666666667;6.72;6.72;-3.0;13014.0;289.0;3.21;0.12;0.11;0.14;III;;1979ApJS...41..675H (Heacox);HD 220575 BD+40 5068 SAO 52987 HR 8902 HIP 115567
HD220825;A0p...;351.7333333333333;1.255611111111111;4.97;4.93;-3.2;10375.0;161.0;3.78;0.14;0.74;0.09;;p...;1966ApJ...145..141S (Searle);HD 220825 BD+00 4998 SAO 128186 HR 8911 HIP 115738
HD220954;K1III;351.9916666666667;6.379;5.35;4.28;5.8;4759.0;28.0;2.63;0.09;0.07;0.06;III;;1995AJ....110.2968L (Luck);HD 220954 BD+05 5173 SAO 128196 HR 8916 HIP 115830
HD221115;G7III;352.2875;12.760555555555555;5.47;4.55;-14.8;5045.0;29.0;2.83;0.07;0.06;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 221115 BD+11 5009 SAO 108638 HR 8923 HIP 115919
HD221148;K3IIIvar;352.3833333333333;-4.53275;7.34;6.25;-25.0;4635.0;31.0;3.32;0.09;0.34;0.06;III;var;1995AJ....110.2968L (Luck);HD 221148 BD-05 5999 SAO 146736 HR 8924 HIP 115953
HD221170;G2IV;352.37083333333334;30.432722222222225;8.73;7.71;-119.0;4582.0;46.0;1.21;0.16;-2.03;0.11;IV;;2000AJ....120.1841F (Fulbright);HD 221170 BD+29 4940 SAO 73293 HIP 115949
HD221345;G8III;352.8208333333333;39.23619444444444;6.24;5.22;-58.8;4696.0;27.0;2.49;0.09;-0.3;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 221345 BD+38 5023 SAO 73311 HR 8930 HIP 116076
HD221615;M5III;353.3666666666667;22.49877777777778;6.9;5.42;2.5;3234.0;8.0;0.44;0.15;-0.22;0.08;III;;;HD 221615 BD+21 4952 SAO 91340 HR 8940 HIP 116264
HD221830;F9V;353.87083333333334;31.017166666666665;7.45;6.85;-103.0;5676.0;51.0;4.09;0.1;-0.46;0.09;V;;1993A&A...275..101E (Edvardsson);HD 221830 BD+30 4982 SAO 73358 HIP 116421
HD221861;G9Ib;353.74583333333334;71.64205555555556;7.59;5.87;-2.8;4605.0;41.0;0.96;0.07;0.08;0.08;Ib;;;HD 221861 BD+70 1327 SAO 10790 HR 8952 HIP 116380
HD222107;G8III;354.39166666666665;46.45813888888889;4.9;3.82;6.8;4679.0;24.0;2.86;0.08;-0.48;0.05;III;;1998A&A...338..623M (Mallik);HD 222107 BD+45 4283 SAO 53204 HR 8961 HIP 116584
HD222368;F7V;354.9875;5.626305555555556;4.64;4.13;5.0;6200.0;42.0;4.12;0.07;-0.12;0.06;V;;1993A&A...275..101E (Edvardsson);HD 222368 BD+04 5035 SAO 128310 HR 8969 HIP 116771
HD222404;K1IV;354.8375;77.63227777777777;4.26;3.22;-42.4;4782.0;31.0;3.25;0.09;0.08;0.06;IV;;1995A&AS..113..333M (Mishenina);HD 222404 BD+76 928 SAO 10818 HR 8974 HIP 116727
HD222439;B9IVn;355.1041666666667;44.33394444444445;4.08;4.14;-9.0;10733.0;247.0;3.87;0.13;-0.32;0.15;IV;n;;HD 222439 BD+43 4522 SAO 53264 HR 8976 HIP 116805
HD222574;G2Ib/II;355.44166666666666;-17.81652777777778;5.61;4.82;3.2;5536.0;34.0;1.69;0.07;0.03;0.07;Ib;/II;1980ApJ...241..218L (Luck);HD 222574 BD-18 6358 SAO 165836 HR 8982 HIP 116901
HD223047;G5Ib+...;356.5083333333333;46.42027777777778;6.07;4.98;-24.8;5015.0;35.0;1.32;0.06;0.04;0.07;Ib;+...;1982ApJ...256..177L (Luck);HD 223047 BD+45 4321 SAO 53355 HR 9003 HIP 117221
